disposition,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass,sy_dist
CONFIRMED,10.616646,,1.31284773,,5722.0,0.914349,0.976219,268.357
CONFIRMED,10.616384,,1.15,809.0,5788.0,0.94,0.96,268.357
CONFIRMED,52.713494,,2.39,477.0,5788.0,0.94,0.96,268.357
CONFIRMED,52.714072,,2.79551948,,,,,268.357
CONFIRMED,52.7099,,2.48,,,0.891,,268.357
CONFIRMED,41.4661,,3.45,,,1.0574,,330.739
CONFIRMED,41.474219,,3.17207779,,5784.0,0.98083,1.018617,330.739
CONFIRMED,0.773981,,1.3833597,,5477.0,0.894913,0.966999,330.916
CONFIRMED,0.77401,,1.2,,5438.0,0.83,,330.916
CONFIRMED,0.773987,,1.5,,,0.919,,330.916
CONFIRMED,0.77392,0.0164,1.3,1815.0,5484.0,0.92,0.98,330.916
CONFIRMED,2.871512,,1.4,,5438.0,0.83,,330.916
CONFIRMED,2.87162,,1.9,,,0.919,,330.916
CONFIRMED,2.871788,,1.70058746,,5477.0,0.894913,0.966999,330.916
CONFIRMED,2.872042,0.0392,1.8,1173.0,5484.0,0.92,0.98,330.916
CONFIRMED,2.871348,,1.8,,,0.96,,330.916
CONFIRMED,7.14921,0.072,3.17,865.0,5484.0,0.92,0.98,330.916
CONFIRMED,7.149079,,3.22104537,,5477.0,0.894913,0.966999,330.916
CONFIRMED,7.149336,,3.4,,,0.96,,330.916
CONFIRMED,7.14998,,3.51,,,0.919,,330.916
CONFIRMED,7.15451552,,,,5374.67,0.92027,0.93,330.916
CONFIRMED,7.149584,,2.4,,5438.0,0.83,,330.916
CONFIRMED,7.15,,,,5374.67,0.92027,0.93,330.916
CONFIRMED,13.608341,,2.25541631,,5477.0,0.894913,0.966999,330.916
CONFIRMED,13.608511,,2.5,,,0.96,,330.916
CONFIRMED,13.609878,0.1106,2.38,698.0,5484.0,0.92,0.98,330.916
CONFIRMED,13.60496,,2.69,,,0.919,,330.916
CONFIRMED,13.606629,,1.9,,5438.0,0.83,,330.916
CONFIRMED,1.742169,0.0289,1.35,1692.0,5977.0,1.19,1.06,446.821
CONFIRMED,1.742983,,1.25908622,,5982.0,1.109202,1.106611,446.821
CONFIRMED,7.8092052,,2.70889,1085.0,5906.9,1.22,,446.821
CONFIRMED,7.81110453,,,,5906.9,1.21722,1.07,446.821
CONFIRMED,7.807595,,2.62511304,,5982.0,1.109202,1.106611,446.821
CONFIRMED,7.810253,0.0785,2.83,1026.0,5977.0,1.19,1.06,446.821
CONFIRMED,7.809,,,,5906.9,1.21722,1.07,446.821
CONFIRMED,7.809757,,2.9,,,1.19,,446.821
CONFIRMED,7.80905,,2.79,,,1.181,,446.821
CONFIRMED,5.1763,,1.51234354,,5503.0,0.862285,0.927528,242.113
CONFIRMED,2.58819,,1.587,,,0.882,,242.113
CONFIRMED,2.588309,0.0361,1.52,1197.0,5519.0,0.87,0.94,242.113
CONFIRMED,2.58812,,1.403,1203.0,5442.0,0.879,0.85,242.113
CONFIRMED,6.67934,,2.48429818,,5503.0,0.862285,0.927528,242.113
CONFIRMED,6.67913,,2.58,,,0.882,,242.113
CONFIRMED,6.67773603,,,,5468.0,0.866405,0.956,242.113
CONFIRMED,6.67932,,2.31,877.0,5442.0,0.879,0.85,242.113
CONFIRMED,6.679195,0.068,2.5,872.0,5519.0,0.87,0.94,242.113
CONFIRMED,6.679,,,,5468.0,0.866405,0.956,242.113
CONFIRMED,6.679224,,2.6,,,0.88,,242.113
CONFIRMED,7.9194,,7.74,,5430.0,0.86,0.93,289.827
CONFIRMED,7.91952,0.0775,8.2,,5748.0,1.01,0.99,289.827
CONFIRMED,7.919454,,6.67,,,0.823,,289.827
CONFIRMED,7.91951,,,,5250.0,0.881,0.918,289.827
CONFIRMED,7.9222,,7.0,,5322.0,0.82,0.88,289.827
CONFIRMED,7.9177855286,,6.59307857,782.72,5322.0,0.840476,,289.827
CONFIRMED,7.91943,0.0735,7.11,913.0,5519.0,0.81,0.84,289.827
CONFIRMED,7.919454,0.077,7.23,,5230.0,0.88,0.89,289.827
CONFIRMED,7.921101,0.0762,7.46,,5390.0,0.913,0.949,289.827
CONFIRMED,7.9194,0.074,7.74,854.0,5430.0,0.86,0.93,289.827
CONFIRMED,7.920994,,7.34,,5345.0,0.914,0.902,289.827
CONFIRMED,7.9194979,,7.46,,5368.0,0.84,,289.827
CONFIRMED,7.919493,,6.751484,,5391.0,0.833805,0.895163,289.827
CONFIRMED,7.91952314,,,,5322.0,0.840476,0.92,289.827
CONFIRMED,7.920978,,,,5430.0,0.86,0.93,289.827
CONFIRMED,7.9222,,7.0,779.0,5322.0,0.82,0.88,289.827
CONFIRMED,11.90691,0.0965,4.31,797.0,5519.0,0.81,0.84,289.827
CONFIRMED,11.9066,,,,5250.0,0.881,0.918,289.827
CONFIRMED,23.81486,,4.1,,,0.823,,289.827
CONFIRMED,11.907625,,4.05161714,,5391.0,0.833805,0.895163,289.827
CONFIRMED,12.0028,,4.37,,5345.0,0.914,0.902,289.827
CONFIRMED,11.90715,0.0971,4.86,745.0,5430.0,0.86,0.93,289.827
CONFIRMED,11.8993,,4.1,,5322.0,0.82,0.88,289.827
CONFIRMED,11.90727,0.1001,4.51,,5390.0,0.913,0.949,289.827
CONFIRMED,11.90715,,4.86,,5430.0,0.86,0.93,289.827
CONFIRMED,11.90724,0.1017,4.93,,5748.0,1.01,0.99,289.827
CONFIRMED,11.90767,,4.43,,5368.0,0.84,,289.827
CONFIRMED,11.8993,,4.1,679.0,5322.0,0.82,0.88,289.827
CONFIRMED,11.90701,0.1032,4.21,,5230.0,0.88,0.89,289.827
CONFIRMED,2.50856,0.0344,1.14,1252.0,5430.0,0.86,0.93,289.827
CONFIRMED,2.50856,,1.14,,5430.0,0.86,0.93,289.827
CONFIRMED,2.508283,,1.15876577,,5391.0,0.833805,0.895163,289.827
CONFIRMED,2.5081,,1.11,1142.0,5322.0,0.82,0.88,289.827
CONFIRMED,2.5081,,1.11,,5322.0,0.82,0.88,289.827
CONFIRMED,2.5084894,,1.26,,5368.0,0.84,,289.827
CONFIRMED,2.50858,0.036,1.22,,5748.0,1.01,0.99,289.827
CONFIRMED,10.099,,,,5605.6,0.980624,0.991,160.679
CONFIRMED,10.1016,,0.91,,,1.0,,160.679
CONFIRMED,10.098858,,1.35673729,,5631.0,0.912206,0.904597,160.679
CONFIRMED,21.574023,,1.09308317,,5631.0,0.912206,0.904597,160.679
CONFIRMED,2.85794855,,,,5012.0,0.891502,0.832,287.188
CONFIRMED,2.858,,,,5012.0,0.891502,0.832,287.188
CONFIRMED,2.85847,,1.63,,,0.8988,,287.188
CONFIRMED,2.858646,,1.57889322,,5176.0,0.839696,0.900994,287.188
CONFIRMED,4.163221,,1.57477412,,5252.0,0.828268,0.872619,221.753
CONFIRMED,4.16328,,1.47,,,0.791,,221.753
CONFIRMED,4.162817,0.049,1.52,939.0,5222.0,0.81,0.9,221.753
CONFIRMED,4.163,,,,5163.0,0.825553,0.874,221.753
CONFIRMED,14.786747,,3.3,,,0.83,,411.923
CONFIRMED,14.787207,,4.01454158,,5623.0,0.95685,0.9943,411.923
CONFIRMED,14.786889,0.1184,3.95,739.0,5817.0,0.98,1.01,411.923
CONFIRMED,14.786,,,,5576.0,0.982083,0.984,411.923
CONFIRMED,14.78708,,4.18,,,1.0085,,411.923
CONFIRMED,39.699,,,,6212.0,1.31129,1.2,629.51
CONFIRMED,39.7268,,3.63,,,1.312,,629.51
CONFIRMED,39.721386,,3.64229858,,5979.0,1.281115,1.110086,629.51
CONFIRMED,15.852975,0.1208,3.13,720.0,5713.0,0.99,0.94,315.014
CONFIRMED,15.852989,,3.0,,,0.95,,315.014
CONFIRMED,15.85388,,3.29,,,0.948,,315.014
CONFIRMED,15.854,,,,5750.93,0.993569,1.03,315.014
CONFIRMED,15.853543,,2.94026258,,5712.0,0.906367,0.963364,315.014
CONFIRMED,28.4707,,2.68,,,0.948,,315.014
CONFIRMED,28.482786,,2.57581891,,5712.0,0.906367,0.963364,315.014
CONFIRMED,48.324222,,3.59970536,,6045.0,1.538801,1.162095,584.877
CONFIRMED,8.357881,0.0806,2.56,848.0,5667.0,0.93,1.0,247.637
CONFIRMED,8.357954,,2.5015294,,5675.0,0.910305,0.974836,247.637
CONFIRMED,8.357441,,2.5,,,0.96,,247.637
CONFIRMED,8.35470947,,,,5627.0,0.923,0.997,247.637
CONFIRMED,8.358,,,,5627.0,0.923,0.997,247.637
CONFIRMED,17.043,,,,5183.84,0.781501,0.879,110.567
CONFIRMED,17.043179,,4.11850271,,5262.0,0.778475,0.835734,110.567
CONFIRMED,17.0428683,,4.189,715.8,5212.9,0.757,0.799,110.567
CONFIRMED,17.04354,,4.28,,,0.801,,110.567
CONFIRMED,17.042849,,,,5262.0,0.778475,0.835734,110.567
CONFIRMED,3.3596055,,1.423,1229.9,5212.9,0.757,0.799,110.567
CONFIRMED,3.359,,,,5183.84,0.781501,0.879,110.567
CONFIRMED,7.4500372,,,,5262.0,0.778475,0.835734,110.567
CONFIRMED,7.4500177,,2.438,943.2,5212.9,0.757,0.799,110.567
CONFIRMED,7.45,,,,5183.84,0.781501,0.879,110.567
CONFIRMED,7.44976,,2.82,,,0.801,,110.567
CONFIRMED,3.225,,,,4550.0,0.701485,0.717,107.518
CONFIRMED,3.225338,0.0385,1.87,861.0,4648.0,0.68,0.73,107.518
CONFIRMED,3.2253993,0.0382,1.73,913.0,4491.0,0.682,0.711,107.518
CONFIRMED,3.225286,,1.74,842.0,4507.0,0.68,0.69,107.518
CONFIRMED,,,3.17053923,609.33,4550.0,0.701485,,107.518
CONFIRMED,3.225423,,1.88203097,,4681.0,0.667422,0.705681,107.518
CONFIRMED,3.225369,,1.593,,,0.582,,107.518
CONFIRMED,3.225349,,1.9,,,0.7,,107.518
CONFIRMED,7.374,,,,4550.0,0.701485,0.717,107.518
CONFIRMED,7.37442,,2.67,639.0,4507.0,0.68,0.69,107.518
CONFIRMED,7.374689,,3.0,,,0.7,,107.518
CONFIRMED,7.37426,,2.45,,,0.582,,107.518
CONFIRMED,7.3744828,,,,4681.0,0.667422,0.705681,107.518
CONFIRMED,7.3744897,0.0662,2.85,694.0,4491.0,0.682,0.711,107.518
CONFIRMED,7.374694,0.0668,2.78,653.0,4648.0,0.68,0.73,107.518
CONFIRMED,7.374497,,2.83685639,,4681.0,0.667422,0.705681,107.518
CONFIRMED,2.85009,,1.38,,,0.8,,184.131
CONFIRMED,2.849883,,1.3643987,,5233.0,0.791736,0.860208,184.131
CONFIRMED,2.85,,,,5017.84,0.807647,0.834,184.131
CONFIRMED,1.059806,,1.47,,,0.92,,197.932
CONFIRMED,1.05979,,1.40006712,,5507.0,0.878161,0.956055,197.932
CONFIRMED,22.779878,,3.28568401,,5507.0,0.878161,0.956055,197.932
CONFIRMED,22.7768,,3.39,,,0.92,,197.932
CONFIRMED,4700.0,4.11,,,,,0.574,5260.0
CONFIRMED,4700.0,4.16,,,,,0.584,5200.0
CONFIRMED,3.405087,,2.31,,,0.923,,300.397
CONFIRMED,3.405164,,2.30165603,,5491.0,0.910685,0.971461,300.397
CONFIRMED,9.6897,,1.37,,,0.776,,166.147
CONFIRMED,9.6952,0.0824,1.26549392,738.4,5026.0,0.765,0.793,166.147
CONFIRMED,9.695101,,1.37068602,,5000.0,0.762994,0.793531,166.147
CONFIRMED,7.05647,,2.76,,,1.09,,577.235
CONFIRMED,7.055908,0.0738,3.17214154,1148.0,5783.0,1.253,1.076,577.235
CONFIRMED,7.055784,,3.04584393,,5755.0,1.177665,1.009256,577.235
CONFIRMED,26.672263,,1.99552771,,5890.0,1.077574,0.951027,405.301
CONFIRMED,26.682,,2.209,,,1.197,,405.301
CONFIRMED,18.294549,,2.79522879,,5043.0,0.758046,0.789481,244.443
CONFIRMED,12.4904,,3.59,,,0.929,,363.064
CONFIRMED,12.48749,,2.60585269,,5522.0,0.928158,0.941851,363.064
CONFIRMED,4.19121,,1.75,,,0.889,,256.887
CONFIRMED,4.190948,,1.67866113,,5582.0,0.862368,0.925184,256.887
CONFIRMED,4.19097,0.04878,1.67462172,1122.0,5500.0,0.872,0.881,256.887
CONFIRMED,2.080615,,0.86850263,,4720.0,0.712365,0.74479,76.4986
CONFIRMED,9.325038,0.076,1.84,,4222.06,0.646783,0.676023,83.6448
CONFIRMED,9.32414,0.0731,1.59,500.0,4043.0,0.6,0.64,83.6448
CONFIRMED,9.32389,0.0699,1.25,,4006.0,0.46,0.523,83.6448
CONFIRMED,9.3251498,,1.89,,4024.0,0.6,,83.6448
CONFIRMED,9.32448,,1.7,,,0.576,,83.6448
CONFIRMED,15.50192,0.107,2.49,,4222.06,0.646783,0.676023,83.6448
CONFIRMED,15.50116,0.098,1.53,,4006.0,0.46,0.523,83.6448
CONFIRMED,15.5012,0.1026,1.92,420.0,4043.0,0.6,0.64,83.6448
CONFIRMED,15.50195,,2.17,,,0.576,,83.6448
CONFIRMED,15.4941223,,,,4047.0,0.654523,0.63,83.6448
CONFIRMED,15.504102,,2.29,,4024.0,0.6,,83.6448
CONFIRMED,0.570233,,0.81864346,,5396.0,0.85179,0.911717,176.51
CONFIRMED,0.57023,,0.86,,5500.0,0.89,,176.51
CONFIRMED,0.669532,,1.3,,5360.0,0.79,,272.297
CONFIRMED,0.669573,,1.44,,,0.839,,272.297
CONFIRMED,0.669561,0.01419,1.33162691,1873.0,5117.0,0.818,0.851,272.297
CONFIRMED,0.669558,,1.37466396,,5221.0,0.815727,0.881912,272.297
CONFIRMED,9.795647,,2.65,,4349.0,0.678,0.622,109.218
CONFIRMED,9.79546,,2.57,,,0.648,,109.218
CONFIRMED,9.79551,0.0785,2.52,542.0,4272.0,0.65,0.67,109.218
CONFIRMED,9.79565352601,,2.82375991,552.14,4147.0,0.706632,,109.218
CONFIRMED,9.7954,,2.39257704,,4349.0,0.598075,0.621928,109.218
CONFIRMED,9.795546,,2.6,,,0.67,,109.218
CONFIRMED,8.13087,,1.51398464,,5794.0,1.20424,1.069596,389.702
CONFIRMED,8.596724,,2.5,,,1.29,,300.64
CONFIRMED,8.59656,,2.51,1001.0,5875.0,1.236,1.03,300.64
CONFIRMED,8.59627,,2.6,,,1.251,,300.64
CONFIRMED,8.596531,,2.21567504,,5768.0,1.123168,1.022196,300.64
CONFIRMED,8.596802,0.0834,2.43,1006.0,5854.0,1.27,1.05,300.64
CONFIRMED,8.26947,,2.63,,,1.0807,,403.964
CONFIRMED,8.269648,,2.12381238,,5704.0,0.974398,0.999987,403.964
CONFIRMED,2.174789,,1.66,967.0,4495.0,0.699,0.72,115.461
CONFIRMED,2.174769,,1.7,,,0.71,,115.461
CONFIRMED,2.1748,0.028,1.75,1103.0,4503.0,0.72,0.7,115.461
CONFIRMED,2.174782,0.0298,1.63,992.0,4658.0,0.69,0.74,115.461
CONFIRMED,2.1747824,,1.79105,1013.0,4542.0,0.71,,115.461
CONFIRMED,2.174829,,1.63,,,0.638,,115.461
CONFIRMED,2.174789,,1.67844825,,4591.0,0.665648,0.699496,115.461
CONFIRMED,14.074524,,3.57854073,,5967.0,1.333718,1.102661,381.878
CONFIRMED,14.0721,,3.36,,,1.278,,381.878
CONFIRMED,8.679885,,2.56948149,,5757.0,1.008231,1.047488,394.083
CONFIRMED,8.68055,,2.79,,,1.102,,394.083
CONFIRMED,3.901287,,1.34762583,,5753.0,1.189232,1.021545,325.4
CONFIRMED,3.9009,,1.47,,,1.321,,325.4
CONFIRMED,6.6674,,1.66,,,1.321,,325.4
CONFIRMED,6.66767,,1.43839723,,5753.0,1.189232,1.021545,325.4
CONFIRMED,11.137278,,2.57634456,,5753.0,1.189232,1.021545,325.4
CONFIRMED,11.13878,,2.84,,,1.321,,325.4
CONFIRMED,0.381073,,2.3,,3879.0,0.58,,243.836
CONFIRMED,0.3810654,,5.4,,,0.64,,243.836
CONFIRMED,0.381087,,4.31,,3830.0,0.54,,243.836
CONFIRMED,0.38107852,,4.61,,3892.0,0.57,,243.836
CONFIRMED,1.143201,0.01604,3.0,,3865.0,0.382,0.421,243.836
CONFIRMED,0.381078,0.009,4.75,,3879.18,0.581569,0.595292,243.836
CONFIRMED,0.381078,0.0088,2.5,2100.0,3830.0,0.57,0.6,243.836
CONFIRMED,13.68275,,2.62,,,1.056,,233.514
CONFIRMED,13.682511,,2.21473364,,5599.0,0.929546,0.959636,233.514
CONFIRMED,13.683038,,2.3,,,0.99,,233.514
CONFIRMED,13.683256,0.1104,2.39,758.0,5660.0,1.02,0.96,233.514
CONFIRMED,13.68186,,2.37,761.0,5612.0,1.026,0.91,233.514
CONFIRMED,2.399094,,1.67890272,,5716.0,0.947599,1.010842,318.81
CONFIRMED,2.398982,,1.98,,,1.0711,,318.81
CONFIRMED,15.38857,0.1206,2.35,871.0,5942.0,1.115,0.989,101.321
CONFIRMED,15.388825,,2.22325951,,5934.0,1.040375,0.950497,101.321
CONFIRMED,15.387063,0.1211,2.39,801.0,6058.0,1.09,1.0,101.321
CONFIRMED,15.3886606556,,2.53826377,779.17,6101.0,1.0623,,101.321
CONFIRMED,15.386796,,2.1,,,0.96,,101.321
CONFIRMED,15.3863,,2.41,801.0,5961.0,1.093,0.92,101.321
CONFIRMED,0.50557,,0.90973766,,5859.0,1.013236,1.067005,198.604
CONFIRMED,0.50565,0.0127,0.89,2271.0,5835.0,0.99,1.06,198.604
CONFIRMED,0.50557,,0.89,,5859.0,1.0,,198.604
CONFIRMED,4.564169,,1.6195921,,5859.0,1.013236,1.067005,198.604
CONFIRMED,4.562546,,1.5,,5859.0,1.0,,198.604
CONFIRMED,4.56327,0.0549,1.57,1091.0,5835.0,0.99,1.06,198.604
CONFIRMED,4.478591,,1.66378993,,5614.0,0.839998,0.902181,275.255
CONFIRMED,4.47904,0.0516,1.56,1002.0,5620.0,0.84,0.91,275.255
CONFIRMED,10.09607,,2.5054075,,,,,275.255
CONFIRMED,10.09489,0.0886,2.41,764.0,5620.0,0.84,0.91,275.255
CONFIRMED,15.8723,0.1409,3.60929179,923.0,5520.0,1.7,1.482,357.778
CONFIRMED,15.871455,,2.66099554,,5733.0,1.209303,1.114596,357.778
CONFIRMED,15.87209,0.134,3.49,902.0,5742.0,1.7,1.27,357.778
CONFIRMED,3.271106,,1.48696454,,5397.0,0.82447,0.885981,211.265
CONFIRMED,3.27108,0.0413,1.54,1120.0,5424.0,0.91,0.88,211.265
CONFIRMED,3.27109,0.04095,1.53899305,1187.0,5288.0,0.889,0.856,211.265
CONFIRMED,13.621832,,1.66551298,,5673.0,0.890666,0.950811,187.234
CONFIRMED,2.698368,,1.38434336,,4764.0,0.699017,0.742115,129.46
CONFIRMED,2.69828,0.0338,1.21,914.0,4715.0,0.65,0.71,129.46
CONFIRMED,0.584249,0.012888,1.164,1960.0,5185.0,0.793,0.837,102.564
CONFIRMED,0.584216,,1.0,,5315.0,0.79,,102.564
CONFIRMED,0.58424,,1.2547759,,5231.0,0.801878,0.85791,102.564
CONFIRMED,0.58426,0.0131,1.14,1818.0,5315.0,0.79,0.87,102.564
CONFIRMED,0.584272,,1.26,1763.0,5163.0,0.774,0.84,102.564
CONFIRMED,0.584,,1.197,,5185.0,0.781,0.804,102.564
CONFIRMED,8.32727,0.0769,2.03,750.0,5315.0,0.79,0.87,102.564
CONFIRMED,8.3262,,2.04,727.0,5163.0,0.774,0.84,102.564
CONFIRMED,8.32834,0.07577,2.12,800.0,5185.0,0.793,0.837,102.564
CONFIRMED,8.32801,,2.16480482,,5231.0,0.801878,0.85791,102.564
CANDIDATE,31.0,,2.65,522.0,,,,102.564
CONFIRMED,2.86041,0.0409,1.96,1529.0,5945.0,1.39,1.11,540.773
CONFIRMED,2.860636,,1.93420564,,6002.0,1.181244,1.1312,540.773
CONFIRMED,13.84457,,2.79,,,1.0306,,321.215
CONFIRMED,13.841901,,2.5,,5695.0,0.95,1.01,321.215
CONFIRMED,11.168454,0.10356,11.209,1030.0,6154.0,1.161,1.188,130.72
CONFIRMED,11.168459,0.0991,11.859122,1001.0,5888.0,1.233,1.039,130.72
CONFIRMED,11.1684037,,12.77,1171.0,5981.0,1.22,,130.72
CONFIRMED,11.16844233,,,,6154.0,1.161,1.188,130.72
CONFIRMED,2.467583,0.03293,1.315,1127.0,4796.0,0.71,0.79,67.5062
CONFIRMED,2.4675,0.03308,1.343,1121.0,5033.0,0.71,0.79,67.5062
CONFIRMED,2.46746,0.03317,1.398,1040.0,4950.0,0.745,0.8,67.5062
CONFIRMED,7.06024,0.0664,1.272,794.0,4796.0,0.71,0.79,67.5062
CONFIRMED,7.06005,0.06666,1.281,790.0,5033.0,0.71,0.79,67.5062
CONFIRMED,7.06142,0.06687,1.335,728.0,4950.0,0.745,0.8,67.5062
CONFIRMED,24.3645,0.15224,2.358,523.0,5033.0,0.71,0.79,67.5062
CONFIRMED,24.3681,0.1516,2.363,525.0,4796.0,0.71,0.79,67.5062
CONFIRMED,24.3662,0.1527,2.64,482.0,4950.0,0.745,0.8,67.5062
CONFIRMED,24.36543,,,,4950.0,0.745,0.8,67.5062
CONFIRMED,2.18053435,,,,6257.0,1.43,1.28,314.995
CONFIRMED,2.1805577,,,,6099.0,1.38,1.23,314.995
CONFIRMED,2.18053332,0.03552,16.06246934,1759.0,6180.0,1.236,1.256,314.995
CONFIRMED,2.180533,,,,6257.0,1.43,1.28,314.995
CONFIRMED,2.1805338,,,,,,,314.995
CONFIRMED,2.1805577,0.0353,18.405178,1838.0,6099.0,1.38,1.23,314.995
CONFIRMED,2.18052771326,,16.80885305,1654.4,6599.0,1.27146,,314.995
CONFIRMED,2.18056,0.037,18.49485,1884.0,6257.0,1.43,1.28,314.995
CONFIRMED,2.18053539,0.03558,16.19697711,1828.0,6360.0,1.261,1.263,314.995
CONFIRMED,3.20466,0.046,14.5717,1587.0,5630.0,1.59,1.19,537.963
CONFIRMED,3.2046909,,,,5630.0,1.59,1.19,537.963
CONFIRMED,3.2047072,,,,5342.0,,,537.963
CONFIRMED,5.24,0.0441,1.1,502.0,3420.0,0.36,0.4,31.0849
CONFIRMED,7.775,0.0576,1.0,427.0,3420.0,0.36,0.4,31.0849
CONFIRMED,10.115,0.0685,1.1,399.0,3420.0,0.36,0.4,31.0849
CONFIRMED,20.885016,,5.25597181,,5744.0,1.068173,1.095122,170.562
CONFIRMED,20.885075,,4.05,,5071.0,0.77,,170.562
CONFIRMED,20.88977,,5.4,686.0,5625.0,1.16,1.07,170.562
CONFIRMED,20.88508,0.1542,5.83,709.0,5743.0,1.21,1.12,170.562
CONFIRMED,20.8851,0.154,5.68,767.0,5743.0,1.21,1.12,170.562
CONFIRMED,20.88506,,5.94,,,1.249,,170.562
CONFIRMED,20.8851,,5.68,,5743.0,1.21,1.12,170.562
CONFIRMED,20.88977,,5.4,,5625.0,1.16,1.07,170.562
CONFIRMED,20.88526,0.1577,7.07,,5717.0,1.51,1.2,170.562
CONFIRMED,42.3391,,7.5,542.0,5625.0,1.16,1.07,170.562
CONFIRMED,42.36301,0.2527,9.8,,5717.0,1.51,1.2,170.562
CONFIRMED,42.3633,,7.82,,5743.0,1.21,1.12,170.562
CONFIRMED,42.3633,0.247,7.82,606.0,5743.0,1.21,1.12,170.562
CONFIRMED,42.363493,,5.59,,5071.0,0.77,,170.562
CONFIRMED,42.363982,,7.1178989,,5744.0,1.068173,1.095122,170.562
CONFIRMED,,,8.24,,,1.249,,170.562
CONFIRMED,42.3391,,7.5,,5625.0,1.16,1.07,170.562
CONFIRMED,42.36342,0.2471,8.1,560.0,5743.0,1.21,1.12,170.562
CONFIRMED,6.034,0.0513,2.0,586.0,3810.0,0.54,0.58,72.9105
CONFIRMED,20.523,0.1159,1.8,389.0,3810.0,0.54,0.58,72.9105
CONFIRMED,26.8199,0.1567,2.55,507.0,5262.0,0.75,0.71,149.464
CONFIRMED,6.51389,0.0494,2.54,416.0,3459.0,0.37,0.38,109.237
CONFIRMED,11.54182,0.1087,2.17,1035.0,6570.0,1.39,1.29,266.864
CONFIRMED,24.94598,0.1817,2.01,801.0,6570.0,1.39,1.29,266.864
CONFIRMED,21.06884,0.1418,1.75,638.0,5677.0,0.92,0.86,212.902
CONFIRMED,21.070201,,1.65007129,,5728.0,0.890903,,212.902
CONFIRMED,11.89307,0.0959,4.34,923.0,5793.0,1.25,0.83,456.064
CONFIRMED,11.89376,,2.67,769.0,5942.0,0.956,0.88,456.064
CONFIRMED,5.76918,0.0602,3.49,977.0,5610.0,0.94,0.87,703.616
CONFIRMED,2.25021,0.0304,2.12,979.0,4667.0,0.69,0.74,258.113
CONFIRMED,6.49424,0.0615,2.19,688.0,4667.0,0.69,0.74,258.113
CONFIRMED,7.17256,0.0699,2.57,886.0,5528.0,0.92,0.88,406.254
CONFIRMED,12.409,0.1151,2.79,1061.0,6504.0,1.57,1.32,521.716
CONFIRMED,3.4845627,,,,3180.0,0.295,0.294,44.9565
CONFIRMED,3.48456408,0.0287,3.44,494.0,3207.0,0.2932,0.2634,44.9565
CONFIRMED,3.484552,,3.43,,3180.0,0.295,0.294,44.9565
CONFIRMED,3.4843,,,,3204.0,0.290216,0.265494,44.9565
CONFIRMED,3.48455432425,,4.20831932,447.81,3204.0,0.290216,,44.9565
CONFIRMED,3.48456248,,,,3180.0,0.295,0.294,44.9565
CONFIRMED,4.01457,0.0459,2.44,958.0,5172.0,0.81,0.8,414.708
CONFIRMED,4.01392,0.04606,2.71257333,1003.0,5003.0,0.797,0.809,414.708
CONFIRMED,9.30075,0.0694,2.35,437.0,3717.0,0.49,0.52,147.03
CONFIRMED,13.81513,0.1041,1.74,639.0,5152.0,0.82,0.79,228.839
CONFIRMED,4.00167,0.0506,12.67,1238.0,6027.0,1.1,1.08,876.565
CONFIRMED,4.00357732994,,12.96278785,1115.41,5318.0,1.08492,,876.565
CONFIRMED,4.09639,0.0448,1.63,791.0,4629.0,0.67,0.71,227.775
CONFIRMED,12.11839,0.0923,2.19,551.0,4629.0,0.67,0.71,227.775
CONFIRMED,1.96417,0.0274,2.9,1034.0,4676.0,0.69,0.71,191.608
REFUTED,5.52011,0.0578,2.63,845.0,5219.0,0.78,0.84,564.693
CONFIRMED,1.60588,0.0216,0.83,789.0,3725.0,0.5,0.52,64.0065
CONFIRMED,19.0921,0.149,3.0,831.0,6351.0,1.31,1.21,661.873
CONFIRMED,15.48043,0.1271,2.32,795.0,6059.0,1.13,1.14,416.457
CONFIRMED,15.482399,,2.09663798,,5928.0,1.077775,,416.457
CONFIRMED,,,3.55068952,104.26,3683.0,0.515263,,99.0504
CONFIRMED,14.567025,,2.79,,3731.0,0.51,,99.0504
CONFIRMED,14.5662,0.0945,2.58,,3769.0,0.51,0.53,99.0504
CONFIRMED,14.568101,,2.47,,,0.52,,99.0504
CONFIRMED,14.56594,,,,3683.0,0.515263,0.512936,99.0504
CONFIRMED,14.5665,0.0962,2.67,430.0,3785.0,0.52,0.56,99.0504
CONFIRMED,2.62669768,,,,6367.0,1.69,1.39,663.834
CONFIRMED,2.6266974,,,,6367.0,1.69,1.39,663.834
CONFIRMED,2.6266658,,,,6367.0,1.69,1.39,663.834
CONFIRMED,2.6266983,,18.7969,1973.0,6475.0,1.77,,663.834
CONFIRMED,2.62669762,0.04392,18.41635529,2090.0,6860.0,1.755,1.637,663.834
CONFIRMED,2.6266657,0.0404,17.396368,1957.0,6367.0,1.69,1.39,663.834
CONFIRMED,11.63344,,9.52763359,,5537.0,1.669,1.105,213.283
CONFIRMED,11.63395,,10.32,973.0,5478.0,1.679,1.09,213.283
CONFIRMED,11.63345,,,,5537.0,1.65,1.1,213.283
CONFIRMED,11.6334758,,,,5537.0,1.65,1.1,213.283
CONFIRMED,11.63344,0.102,9.52765,1080.0,5537.0,1.65,1.1,213.283
